0,0,0,0
1,0,0,180
2,0,0,90
3,0,0,-90
4,1.85,0,0
5,1.85,0,180
6,1.85,0,90
7,1.85,0,-90
8,1.85,-1.5,0
9,1.85,-1.5,180
10,1.85,-1.5,90
11,1.85,-1.5,-90
12,1.85,-3,0
13,1.85,-3,180
14,1.85,-3,90
15,1.85,-3,-90
16,0,-3,0
17,0,-3,180
18,0,-3,90
19,0,-3,-90
20,0,-1.5,0
21,0,-1.5,180
22,0,-1.5,90
23,0,-1.5,-90
24,1.85,-0.75,-90
25,1.85,-2.25,-90
26,0,-2.25,-90
