"n1_up",0
"n1_down",1
"n1_left",2
"n1_right",3
"n2_up",4
"n2_down",5
"n2_left",6
"n2_right",7
"n3_up",8
"n3_down",9
"n3_left",10
"n3_right",11
"n4_up",12
"n4_down",13
"n4_left",14
"n4_right",15
"n5_up",16
"n5_down",17
"n5_left",18
"n5_right",19
"n6_up",20
"n6_down",21
"n6_left",22
"n6_right",23
"t1_right",24
"t2_right",25
"t3_right",26
