0,4.0,1.4,0.5,0,1,0,0
1,4.0,3.2,0.5,0,1,0,0
2,6.0,1.4,0.5,0,1,0,0
3,6.0,3.2,0.5,0,1,0,0
4,3.0,2.0,0.5,0,0,0,1
5,3.5,0.5,0.0,0.0,-0.707,0,0.707
6,5.5,0.5,0.0,0.0,-0.707,0,0.707
7,5.5,2.5,0.0,-0.707,0,0.707
8,5.5,4.0,0.0,-0.707,0,0.707
9,3.5,2.5,0.0,-0.707,0,0.707
10,3.5,4.0,0.0,-0.707,0,0.707
